t,y1e,y2e,y1o,y2o
0.04430,-184.7,84.9,-184.7,84.9
0.04440,-182.2,85.9,-182.2,85.9
0.04450,-179.7,86.9,-179.7,86.9
0.04460,-177.1,87.9,-177.1,87.9
0.04470,-174.6,88.9,-174.6,88.9
0.04480,-171.9,89.8,-171.9,89.8
0.04490,-169.3,90.8,-169.3,90.8
0.04500,-166.6,91.7,-166.6,91.7
0.04510,-163.9,92.7,-163.9,92.7
0.04520,-161.2,93.6,-161.2,93.6
0.04530,-158.4,94.5,-158.4,94.5
0.04540,-155.6,95.4,-155.6,95.4
0.04550,-152.7,96.3,-152.7,96.3
0.04560,-149.9,97.1,-149.9,97.1
0.04570,-147.0,98.0,-147.0,98.0
0.04580,-144.0,98.8,-144.0,98.8
0.04590,-141.1,99.7,-141.1,99.7
0.04600,-138.1,100.5,-138.1,100.5
0.04610,-135.1,101.3,-135.1,101.3
0.04620,-132.0,102.0,-132.0,102.0
0.04630,-128.9,102.8,-128.9,102.8
0.04640,-125.8,103.6,-125.8,103.6
0.04650,-122.7,104.3,-122.7,104.3
0.04660,-119.5,105.0,-119.5,105.0
0.04670,-116.4,105.7,-116.4,105.7
0.04680,-113.1,106.4,-113.1,106.4
0.04690,-109.9,107.1,-109.9,107.1
0.04700,-106.6,107.7,-106.6,107.7
0.04710,-103.4,108.4,-103.4,108.4
0.04720,-100.1,109.0,-100.1,109.0
0.04730,-96.7,109.6,-96.7,109.6
0.04740,-93.4,110.2,-93.4,110.2
0.04750,-90.0,110.8,-90.0,110.8
0.04760,-86.6,111.4,-86.6,111.4
0.04770,-83.2,111.9,-83.2,111.9
0.04780,-79.7,112.4,-79.7,112.4
0.04790,-76.3,112.9,-76.3,112.9
0.04800,-72.8,113.4,-72.8,113.4
0.04810,-69.3,113.9,-69.3,113.9
0.04820,-65.8,114.4,-65.8,114.4
0.04830,-62.3,114.8,-62.3,114.8
0.04840,-58.7,115.2,-58.7,115.2
0.04850,-55.1,115.6,-55.1,115.6
0.04860,-51.6,116.0,-51.6,116.0
0.04870,-48.0,116.4,-48.0,116.4
0.04880,-44.3,116.7,-44.3,116.7
0.04890,-40.7,117.1,-40.7,117.1
0.04900,-37.1,117.4,-37.1,117.4
0.04910,-33.4,117.7,-33.4,117.7
0.04920,-29.7,118.0,-29.7,118.0
0.04930,-26.1,118.2,-26.1,118.2
0.04940,-22.4,118.5,-22.4,118.5
0.04950,-18.7,118.7,-18.7,118.7
0.04960,-15.0,118.9,-15.0,118.9
0.04970,-11.2,119.1,-11.2,119.1
0.04980,-7.5,119.2,-7.5,119.2
0.04990,-3.8,119.4,-3.8,119.4
0.05000,0.0,119.5,0.0,119.5
0.05010,3.8,119.6,3.8,119.6
0.05020,7.5,119.7,7.5,119.7
0.05030,11.3,119.8,11.3,119.8
0.05040,15.1,119.8,15.1,119.8
0.05050,18.9,119.9,18.9,119.9
0.05060,22.6,119.9,22.6,119.9
0.05070,26.4,119.9,26.4,119.9
0.05080,30.2,119.9,30.2,119.9
0.05090,34.0,119.8,34.0,119.8
0.05100,37.8,119.8,37.8,119.8
0.05110,41.6,119.7,41.6,119.7
0.05120,45.4,119.6,45.4,119.6
0.05130,49.2,119.5,49.2,119.5
0.05140,53.0,119.3,53.0,119.3
0.05150,56.8,119.2,56.8,119.2
0.05160,60.6,119.0,60.6,119.0
0.05170,64.4,118.8,64.4,118.8
0.05180,68.2,118.6,68.2,118.6
0.05190,72.0,118.3,72.0,118.3
0.05200,75.8,118.1,75.8,118.1
0.05210,79.6,117.8,79.6,117.8
0.05220,83.3,117.5,83.3,117.5
0.05230,87.1,117.2,87.1,117.2
0.05240,90.9,116.8,90.9,116.8
0.05250,94.6,116.5,94.6,116.5
0.05260,98.4,116.1,98.4,116.1
0.05270,102.1,115.7,102.1,115.7
0.05280,105.8,115.3,105.8,115.3
0.05290,109.5,114.9,109.5,114.9
0.05300,113.3,114.4,113.3,114.4
0.05310,116.9,113.9,116.9,113.9
0.05320,120.6,113.5,120.6,113.5
0.05330,124.3,112.9,124.3,112.9
0.05340,128.0,112.4,128.0,112.4
0.05350,131.6,111.9,131.6,111.9
0.05360,135.2,111.3,135.2,111.3
0.05370,138.8,110.7,138.8,110.7
0.05380,142.4,110.1,142.4,110.1
0.05390,146.0,109.5,146.0,109.5
0.05400,149.6,108.8,149.6,108.8
0.05410,153.1,108.2,153.1,108.2
0.05420,156.7,107.5,156.7,107.5
0.05430,160.2,106.8,160.2,106.8
0.05440,163.7,106.1,163.7,106.1
0.05450,167.2,105.4,167.2,105.4
0.05460,170.6,104.6,170.6,104.6
0.05470,174.0,103.8,174.0,103.8
0.05480,177.5,103.0,177.5,103.0
0.05490,180.8,102.2,180.8,102.2
0.05500,184.2,101.4,184.2,101.4
0.05510,187.5,100.6,187.5,100.6
0.05520,190.9,99.7,190.9,99.7
0.05530,194.2,98.8,194.2,98.8
0.05540,197.4,97.9,197.4,97.9
0.05550,200.7,97.0,200.7,97.0
0.05560,203.9,96.1,203.9,96.1
0.05570,207.1,95.2,207.1,95.2
0.05580,210.2,94.2,210.2,94.2
0.05590,213.4,93.2,213.4,93.2
0.05600,216.5,92.2,216.5,92.2
0.05610,219.5,91.2,219.5,91.2
0.05620,222.6,90.2,222.6,90.2
0.05630,225.6,89.1,225.6,89.1
0.05640,228.6,88.1,228.6,88.1
0.05650,231.5,87.0,231.5,87.0
0.05660,234.5,85.9,234.5,85.9
0.05670,237.4,84.8,237.4,84.8
0.05680,240.2,83.6,240.2,83.6
0.05690,243.0,82.5,243.0,82.5
0.05700,245.8,81.3,245.8,81.3
0.05710,248.6,80.2,248.6,80.2
0.05720,251.3,79.0,251.3,79.0
0.05730,254.0,77.8,254.0,77.8
0.05740,256.6,76.6,256.6,76.6
0.05750,259.2,75.3,259.2,75.3
0.05760,261.8,74.1,261.8,74.1
0.05770,264.3,72.8,264.3,72.8
0.05780,266.8,71.6,266.8,71.6
0.05790,269.3,70.3,269.3,70.3
0.05800,271.7,69.0,271.7,69.0
0.05810,274.1,67.7,274.1,67.7
0.05820,276.4,66.3,276.4,66.3
0.05830,278.8,65.0,278.8,65.0
0.05840,281.0,63.6,281.0,63.6
0.05850,283.2,62.3,283.2,62.3
0.05860,285.4,60.9,285.4,60.9
0.05870,287.5,59.5,287.5,59.5
0.05880,289.6,58.1,289.6,58.1
0.05890,291.7,56.7,291.7,56.7
0.05900,293.7,55.3,293.7,55.3
0.05910,295.7,53.8,295.7,53.8
0.05920,297.6,52.4,297.6,52.4
0.05930,299.5,50.9,299.5,50.9
0.05940,301.3,49.5,301.3,49.5
0.05950,303.1,48.0,303.1,48.0
0.05960,304.8,46.5,304.8,46.5
